0,1,2,3,4,5,6,7,8,9
2018-19,,Sun Jan 27,Jesters,2,Benders,2,,,https://www.dmyha.com/game/show/22772882?subseason=545898
2018-19,,Sun Jan 27,Wolverines,4,Iowinds,5,,,https://www.dmyha.com/game/show/22772883?subseason=545898
2018-19,,Sun Jan 27,Stampede,7,Vicious Squirrels,0,,,https://www.dmyha.com/game/show/22772885?subseason=545898
2018-19,,Sun Feb  3,Iowinds,5,Jesters,6,,,https://www.dmyha.com/game/show/22772905?subseason=545898
2018-19,,Sun Feb  3,Benders,1,Stampede,6,,,https://www.dmyha.com/game/show/22772912?subseason=545898
2018-19,,Sun Feb  3,Vicious Squirrels,1,Wolverines,5,,,https://www.dmyha.com/game/show/22772915?subseason=545898
2018-19,Yes,Sun Feb  3,Bandits,0,Moose,0,,,https://www.dmyha.com/game/show/22772919?subseason=545898
2018-19,Yes,Sun Feb  3,Goldfish,0,Knights,0,,,https://www.dmyha.com/game/show/22772927?subseason=545898
2018-19,Yes,Sun Feb  3,Voodoo,0,Wild Goose,0,,,https://www.dmyha.com/game/show/22772963?subseason=545898
2018-19,,Sun Feb 10,Knights,8,Moose,1,,,https://www.dmyha.com/game/show/22772965?subseason=545898
2018-19,,Sun Feb 10,Bandits,2,Voodoo,3,,,https://www.dmyha.com/game/show/22772967?subseason=545898
2018-19,,Sun Feb 10,Goldfish,1,Wild Goose,3,,,https://www.dmyha.com/game/show/22772969?subseason=545898
2018-19,,Sun Feb 10,Iowinds,3,Stampede,7,,,https://www.dmyha.com/game/show/22772971?subseason=545898
2018-19,,Sun Feb 10,Wolverines,0,Jesters,2,,,https://www.dmyha.com/game/show/22772972?subseason=545898
2018-19,,Sun Feb 10,Benders,1,Vicious Squirrels,3,,,https://www.dmyha.com/game/show/22772974?subseason=545898
2018-19,,Sun Feb 17,Stampede,5,Wolverines,2,,,https://www.dmyha.com/game/show/22772975?subseason=545898
2018-19,,Sun Feb 17,Wild Goose,1,Knights,4,,,https://www.dmyha.com/game/show/22772977?subseason=545898
2018-19,,Sun Feb 17,Voodoo,1,Goldfish,3,,,https://www.dmyha.com/game/show/22772978?subseason=545898
2018-19,,Sun Feb 17,Benders,2,Iowinds,5,,,https://www.dmyha.com/game/show/22772979?subseason=545898
2018-19,,Sun Feb 17,Moose,4,Bandits,3,,,https://www.dmyha.com/game/show/22772981?subseason=545898
2018-19,,Sun Feb 17,Vicious Squirrels,0,Jesters,7,,,https://www.dmyha.com/game/show/22772982?subseason=545898
2018-19,,Sun Feb 24,Wolverines,2,Benders,8,,,https://www.dmyha.com/game/show/22772986?subseason=545898
2018-19,,Sun Feb 24,Jesters,1,Stampede,9,,,https://www.dmyha.com/game/show/22772990?subseason=545898
2018-19,,Sun Feb 24,Iowinds,11,Vicious Squirrels,3,,,https://www.dmyha.com/game/show/22772991?subseason=545898
2018-19,,Sun Feb 24,Voodoo,1,Wild Goose,5,,,https://www.dmyha.com/game/show/22772992?subseason=545898
2018-19,,Sun Feb 24,Moose,2,Goldfish,4,,,https://www.dmyha.com/game/show/22772995?subseason=545898
2018-19,,Sun Feb 24,Knights,6,Bandits,1,,,https://www.dmyha.com/game/show/22772996?subseason=545898
2018-19,,Sun Mar  3,Wild Goose,6,Bandits,2,,,https://www.dmyha.com/game/show/22772997?subseason=545898
2018-19,,Sun Mar  3,Goldfish,1,Knights,6,,,https://www.dmyha.com/game/show/22773000?subseason=545898
2018-19,,Sun Mar  3,Voodoo,2,Moose,3,,,https://www.dmyha.com/game/show/22773001?subseason=545898
2018-19,,Sun Mar  3,Benders,5,Jesters,2,,,https://www.dmyha.com/game/show/22773002?subseason=545898
2018-19,,Sun Mar  3,Iowinds,4,Wolverines,6,,,https://www.dmyha.com/game/show/22773004?subseason=545898
2018-19,,Sun Mar  3,Vicious Squirrels,0,Stampede,5,,,https://www.dmyha.com/game/show/22773007?subseason=545898
2018-19,,Sun Mar 10,Moose,4,Wild Goose,4,,,https://www.dmyha.com/game/show/22773009?subseason=545898
2018-19,,Sun Mar 10,Jesters,3,Iowinds,5,,,https://www.dmyha.com/game/show/22773010?subseason=545898
2018-19,,Sun Mar 10,Stampede,3,Benders,7,,,https://www.dmyha.com/game/show/22773012?subseason=545898
2018-19,,Sun Mar 10,Wolverines,6,Vicious Squirrels,3,,,https://www.dmyha.com/game/show/22773015?subseason=545898
2018-19,,Sun Mar 10,Bandits,2,Goldfish,2,,,https://www.dmyha.com/game/show/22773017?subseason=545898
2018-19,,Sun Mar 10,Knights,3,Voodoo,3,,,https://www.dmyha.com/game/show/22773018?subseason=545898
2018-19,,Sun Mar 17,Jesters,8,Wolverines,1,,,https://www.dmyha.com/game/show/22773022?subseason=545898
2018-19,,Sun Mar 17,Vicious Squirrels,3,Benders,9,,,https://www.dmyha.com/game/show/22773023?subseason=545898
2018-19,,Sun Mar 17,Stampede,2,Iowinds,5,,,https://www.dmyha.com/game/show/22773024?subseason=545898
2018-19,,Sun Mar 17,Moose,2,Knights,6,,,https://www.dmyha.com/game/show/22773026?subseason=545898
2018-19,,Sun Mar 17,Voodoo,3,Bandits,1,,,https://www.dmyha.com/game/show/22773028?subseason=545898
2018-19,,Sun Mar 17,Wild Goose,4,Goldfish,1,,,https://www.dmyha.com/game/show/22773030?subseason=545898
2018-19,,Sun Mar 24,Bandits,4,Moose,3,,,https://www.dmyha.com/game/show/22773032?subseason=545898
2018-19,,Sun Mar 24,Knights,5,Wild Goose,2,,,https://www.dmyha.com/game/show/22773033?subseason=545898
2018-19,,Sun Mar 24,Iowinds,4,Benders,2,,,https://www.dmyha.com/game/show/22773036?subseason=545898
2018-19,,Sun Mar 24,Wolverines,3,Stampede,2,,,https://www.dmyha.com/game/show/22773037?subseason=545898
2018-19,,Sun Mar 24,Jesters,7,Vicious Squirrels,4,,,https://www.dmyha.com/game/show/22773038?subseason=545898
2018-19,,Sun Mar 24,Goldfish,2,Voodoo,7,,,https://www.dmyha.com/game/show/22773040?subseason=545898
2018-19,,Sun Mar 31,Benders,5,Wolverines,2,,,https://www.dmyha.com/game/show/22773045?subseason=545898
2018-19,,Sun Mar 31,Goldfish,3,Moose,0,,,https://www.dmyha.com/game/show/22773047?subseason=545898
2018-19,,Sun Mar 31,Vicious Squirrels,1,Iowinds,5,,,https://www.dmyha.com/game/show/22773048?subseason=545898
2018-19,,Sun Mar 31,Bandits,4,Knights,6,,,https://www.dmyha.com/game/show/22773052?subseason=545898
2018-19,,Sun Mar 31,Wild Goose,5,Voodoo,1,,,https://www.dmyha.com/game/show/22773053?subseason=545898
2018-19,,Sun Mar 31,Stampede,2,Jesters,3,,,https://www.dmyha.com/game/show/22773054?subseason=545898
2018-19,,Sun Apr  7,Knights,5,Goldfish,0,,,https://www.dmyha.com/game/show/22773056?subseason=545898
2018-19,,Sun Apr  7,Moose,0,Voodoo,3,,,https://www.dmyha.com/game/show/22773057?subseason=545898
2018-19,,Sun Apr  7,Bandits,3,Wild Goose,9,,,https://www.dmyha.com/game/show/22773058?subseason=545898
2018-19,,Sun Apr  7,Stampede,1,Vicious Squirrels,3,,,https://www.dmyha.com/game/show/22773059?subseason=545898
2018-19,,Sun Apr  7,Wolverines,3,Iowinds,5,,,https://www.dmyha.com/game/show/22773063?subseason=545898
2018-19,,Sun Apr  7,Jesters,2,Benders,3,,,https://www.dmyha.com/game/show/22773064?subseason=545898
2018-19,Yes,Sun Apr 14,Wild Goose,0,Knights,0,,,https://www.dmyha.com/game/show/25099250?subseason=545898
2018-19,Yes,Sun Apr 14,Jesters,0,Iowinds,0,,,https://www.dmyha.com/game/show/25099256?subseason=545898
2018-19,,Sun Apr 14,Bandits,4,Goldfish,3,,,https://www.dmyha.com/game/show/25099262?subseason=545898
2018-19,,Sun Apr 14,Moose,1,Voodoo,3,,,https://www.dmyha.com/game/show/25099269?subseason=545898
2018-19,,Sun Apr 14,Vicious Squirrels,2,Benders,3,,,https://www.dmyha.com/game/show/25099279?subseason=545898
2018-19,,Sun Apr 14,Wolverines,6,Stampede,3,,,https://www.dmyha.com/game/show/25099285?subseason=545898
2018-19,,Sun Apr 28,Vicious Squirrels,0,Stampede,3,,,https://www.dmyha.com/game/show/25202480?subseason=545898
2018-19,,Sun Apr 28,Moose,8,Goldfish,2,,,https://www.dmyha.com/game/show/25202485?subseason=545898
2018-19,,Sun Apr 28,Bandits,1,Knights,6,,,https://www.dmyha.com/game/show/25202489?subseason=545898
2018-19,,Sun Apr 28,Voodoo,2,Wild Goose,0,,,https://www.dmyha.com/game/show/25202496?subseason=545898
2018-19,,Sun Apr 28,Wolverines,6,Iowinds,3,,,https://www.dmyha.com/game/show/25202500?subseason=545898
2018-19,,Sun Apr 28,Benders,1,Jesters,3,,,https://www.dmyha.com/game/show/25202506?subseason=545898
2018-19,,Sun May  5,Stampede,8,Vicious Squirrels,1,,,https://www.dmyha.com/game/show/25367828?subseason=545898
2018-19,,Sun May  5,Goldfish,1,Moose,2,,,https://www.dmyha.com/game/show/25367833?subseason=545898
2018-19,,Sun May  5,Voodoo,0,Knights,3,,,https://www.dmyha.com/game/show/25367842?subseason=545898
2018-19,,Sun May  5,Wolverines,2,Jesters,1,,,https://www.dmyha.com/game/show/25367846?subseason=545898
2018-19,,Sun May  5,Bandits,1,Wild Goose,4,,,https://www.dmyha.com/game/show/25367850?subseason=545898
2018-19,,Sun May  5,Benders,2,Iowinds,3,,,https://www.dmyha.com/game/show/25367855?subseason=545898
2019-20,Yes,Sun Sep 29,Wild Goose,0,Ice Dragons,0,,,https://www.dmyha.com/game/show/26536790?subseason=623115
2019-20,Yes,Sun Sep 29,Knights,0,Bandits,0,,,https://www.dmyha.com/game/show/26536853?subseason=623115
2019-20,Yes,Sun Sep 29,Vicious Squirrels,0,Voodoo,0,,,https://www.dmyha.com/game/show/26536860?subseason=623115
2019-20,Yes,Sun Sep 29,Benders,0,Scorpions,0,,,https://www.dmyha.com/game/show/26536865?subseason=623115
2019-20,Yes,Sun Sep 29,DSM Whalers,0,Wolverines,0,,,https://www.dmyha.com/game/show/26536872?subseason=623115
2019-20,Yes,Sun Sep 29,Hooligans,0,The Greys,0,,,https://www.dmyha.com/game/show/26536879?subseason=623115
2019-20,,Sun Oct  6,Benders,3,The Greys,1,,,https://www.dmyha.com/game/show/26536976?subseason=623115
2019-20,,Sun Oct  6,Scorpions,7,Wolverines,2,,,https://www.dmyha.com/game/show/26537000?subseason=623115
2019-20,,Sun Oct  6,Hooligans,4,DSM Whalers,4,,,https://www.dmyha.com/game/show/26537003?subseason=623115
2019-20,Yes,Sun Oct  6,Vicious Squirrels,0,Wild Goose,0,,,https://www.dmyha.com/game/show/26537048?subseason=623115
2019-20,Yes,Sun Oct  6,Ice Dragons,0,Bandits,0,,,https://www.dmyha.com/game/show/26537079?subseason=623115
2019-20,Yes,Sun Oct  6,Voodoo,0,Knights,0,,,https://www.dmyha.com/game/show/26537092?subseason=623115
2019-20,,Sun Oct 13,Benders,6,Scorpions,4,,,https://www.dmyha.com/game/show/26537198?subseason=623115
2019-20,,Sun Oct 13,Wild Goose,2,Ice Dragons,8,,,https://www.dmyha.com/game/show/26537205?subseason=623115
2019-20,,Sun Oct 13,Voodoo,1,Knights,2,,,https://www.dmyha.com/game/show/26537210?subseason=623115
2019-20,,Sun Oct 13,DSM Whalers,3,Wolverines,0,,,https://www.dmyha.com/game/show/26537216?subseason=623115
2019-20,,Sun Oct 13,Hooligans,2,The Greys,1,,,https://www.dmyha.com/game/show/26537229?subseason=623115
2019-20,,Sun Oct 13,Bandits,1,Vicious Squirrels,2,,,https://www.dmyha.com/game/show/26537238?subseason=623115
2019-20,,Sun Oct 20,Bandits,1,Wild Goose,5,,,https://www.dmyha.com/game/show/26567683?subseason=623115
2019-20,,Sun Oct 20,Scorpions,2,Hooligans,2,,,https://www.dmyha.com/game/show/26567686?subseason=623115
2019-20,,Sun Oct 20,The Greys,1,DSM Whalers,3,,,https://www.dmyha.com/game/show/26567688?subseason=623115
2019-20,,Sun Oct 20,Ice Dragons,3,Voodoo,1,,,https://www.dmyha.com/game/show/26567689?subseason=623115
2019-20,,Sun Oct 20,Knights,2,Vicious Squirrels,3,,,https://www.dmyha.com/game/show/26567691?subseason=623115
2019-20,,Sun Oct 20,Wolverines,3,Benders,4,,,https://www.dmyha.com/game/show/26567693?subseason=623115
2019-20,,Sun Oct 27,DSM Whalers,2,Benders,3,,,https://www.dmyha.com/game/show/26567702?subseason=623115
2019-20,,Sun Oct 27,Voodoo,1,Wild Goose,3,,,https://www.dmyha.com/game/show/26567705?subseason=623115
2019-20,,Sun Oct 27,Wolverines,0,Hooligans,8,,,https://www.dmyha.com/game/show/26567709?subseason=623115
2019-20,,Sun Oct 27,Bandits,3,Knights,3,,,https://www.dmyha.com/game/show/26567711?subseason=623115
2019-20,,Sun Oct 27,The Greys,0,Scorpions,10,,,https://www.dmyha.com/game/show/26567718?subseason=623115
2019-20,,Sun Oct 27,Vicious Squirrels,2,Ice Dragons,2,,,https://www.dmyha.com/game/show/26567720?subseason=623115
2019-20,,Sun Nov  3,Wild Goose,2,Knights,4,,,https://www.dmyha.com/game/show/26567724?subseason=623115
2019-20,,Sun Nov  3,Wolverines,2,The Greys,0,,,https://www.dmyha.com/game/show/26567727?subseason=623115
2019-20,,Sun Nov  3,Ice Dragons,1,Bandits,2,,,https://www.dmyha.com/game/show/26567729?subseason=623115
2019-20,,Sun Nov  3,Benders,5,Hooligans,2,,,https://www.dmyha.com/game/show/26567732?subseason=623115
2019-20,,Sun Nov  3,Voodoo,1,Vicious Squirrels,3,,,https://www.dmyha.com/game/show/26567733?subseason=623115
2019-20,,Sun Nov  3,Scorpions,5,DSM Whalers,2,,,https://www.dmyha.com/game/show/26567738?subseason=623115
2019-20,,Sun Nov 10,Vicious Squirrels,11,Wild Goose,1,,,https://www.dmyha.com/game/show/26567740?subseason=623115
2019-20,,Sun Nov 10,Bandits,7,Voodoo,1,,,https://www.dmyha.com/game/show/26567743?subseason=623115
2019-20,,Sun Nov 10,Benders,6,The Greys,2,,,https://www.dmyha.com/game/show/26567744?subseason=623115
2019-20,,Sun Nov 10,Knights,3,Ice Dragons,3,,,https://www.dmyha.com/game/show/26567745?subseason=623115
2019-20,,Sun Nov 10,DSM Whalers,3,Hooligans,2,,,https://www.dmyha.com/game/show/26567746?subseason=623115
2019-20,,Sun Nov 10,Scorpions,7,Wolverines,2,,,https://www.dmyha.com/game/show/26567748?subseason=623115
2019-20,,Sun Nov 17,The Greys,2,Hooligans,6,,,https://www.dmyha.com/game/show/26567752?subseason=623115
2019-20,,Sun Nov 17,Scorpions,3,Benders,3,,,https://www.dmyha.com/game/show/26567753?subseason=623115
2019-20,,Sun Nov 17,Knights,7,Voodoo,4,,,https://www.dmyha.com/game/show/26567756?subseason=623115
2019-20,,Sun Nov 17,Wolverines,3,DSM Whalers,4,,,https://www.dmyha.com/game/show/26567757?subseason=623115
2019-20,,Sun Nov 17,Vicious Squirrels,3,Bandits,2,,,https://www.dmyha.com/game/show/26567761?subseason=623115
2019-20,,Sun Nov 17,Wild Goose,1,Ice Dragons,8,,,https://www.dmyha.com/game/show/26567764?subseason=623115
2019-20,Yes,Sun Nov 24,Ice Dragons,0,Vicious Squirrels,0,,,https://www.dmyha.com/game/show/26567772?subseason=623115
2019-20,Yes,Sun Nov 24,Bandits,0,Knights,0,,,https://www.dmyha.com/game/show/26567774?subseason=623115
2019-20,Yes,Sun Nov 24,Wild Goose,0,Voodoo,0,,,https://www.dmyha.com/game/show/26567775?subseason=623115
2019-20,,Sun Nov 24,Hooligans,1,Scorpions,4,,,https://www.dmyha.com/game/show/26567804?subseason=623115
2019-20,,Sun Nov 24,DSM Whalers,4,The Greys,1,,,https://www.dmyha.com/game/show/26567805?subseason=623115
2019-20,,Sun Nov 24,Benders,4,Wolverines,2,,,https://www.dmyha.com/game/show/26567807?subseason=623115
2019-20,,Sun Dec  1,Scorpions,5,The Greys,1,,,https://www.dmyha.com/game/show/26567902?subseason=623115
2019-20,,Sun Dec  1,Bandits,7,Wild Goose,0,,,https://www.dmyha.com/game/show/26567903?subseason=623115
2019-20,,Sun Dec  1,Vicious Squirrels,6,Knights,5,,,https://www.dmyha.com/game/show/26567905?subseason=623115
2019-20,,Sun Dec  1,Wolverines,1,Hooligans,3,,,https://www.dmyha.com/game/show/26567906?subseason=623115
2019-20,,Sun Dec  1,Benders,8,DSM Whalers,0,,,https://www.dmyha.com/game/show/26567908?subseason=623115
2019-20,,Sun Dec  1,Voodoo,2,Ice Dragons,4,,,https://www.dmyha.com/game/show/26567909?subseason=623115
2019-20,,Sun Dec  8,Knights,3,Bandits,2,,,https://www.dmyha.com/game/show/26567910?subseason=623115
2019-20,,Sun Dec  8,The Greys,2,Wolverines,2,,,https://www.dmyha.com/game/show/26567911?subseason=623115
2019-20,,Sun Dec  8,DSM Whalers,2,Scorpions,3,,,https://www.dmyha.com/game/show/26567913?subseason=623115
2019-20,,Sun Dec  8,Wild Goose,2,Voodoo,2,,,https://www.dmyha.com/game/show/26567915?subseason=623115
2019-20,,Sun Dec  8,Ice Dragons,1,Vicious Squirrels,6,,,https://www.dmyha.com/game/show/26567916?subseason=623115
2019-20,,Sun Dec  8,Hooligans,4,Benders,3,,,https://www.dmyha.com/game/show/26567919?subseason=623115
2019-20,,Sun Dec 15,The Greys,5,Benders,2,,,https://www.dmyha.com/game/show/26567921?subseason=623115
2019-20,,Sun Dec 15,Bandits,1,Ice Dragons,0,,,https://www.dmyha.com/game/show/26567923?subseason=623115
2019-20,,Sun Dec 15,Scorpions,6,Wolverines,1,,,https://www.dmyha.com/game/show/26567924?subseason=623115
2019-20,,Sun Dec 15,Knights,0,Wild Goose,0,,,https://www.dmyha.com/game/show/26567926?subseason=623115
2019-20,,Sun Dec 15,Hooligans,0,DSM Whalers,4,,,https://www.dmyha.com/game/show/26567927?subseason=623115
2019-20,,Sun Dec 15,Vicious Squirrels,10,Voodoo,0,,,https://www.dmyha.com/game/show/26567928?subseason=623115
2019-20,,Sun Jan  5,Wild Goose,5,Vicious Squirrels,3,,,https://www.dmyha.com/game/show/26567930?subseason=623115
2019-20,,Sun Jan  5,Hooligans,1,The Greys,2,,,https://www.dmyha.com/game/show/26567931?subseason=623115
2019-20,,Sun Jan  5,Ice Dragons,1,Knights,5,,,https://www.dmyha.com/game/show/26567933?subseason=623115
2019-20,,Sun Jan  5,DSM Whalers,6,Wolverines,1,,,https://www.dmyha.com/game/show/26567934?subseason=623115
2019-20,,Sun Jan  5,Voodoo,4,Bandits,5,,,https://www.dmyha.com/game/show/26567935?subseason=623115
2019-20,,Sun Jan  5,Benders,7,Scorpions,4,,,https://www.dmyha.com/game/show/26567937?subseason=623115
2019-20,,Sun Jan 12,Vicious Squirrels,0,Bandits,10,,,https://www.dmyha.com/game/show/26567941?subseason=623115
2019-20,,Sun Jan 12,Voodoo,2,Knights,3,,,https://www.dmyha.com/game/show/26567943?subseason=623115
2019-20,,Sun Jan 12,Wolverines,3,Benders,2,,,https://www.dmyha.com/game/show/26567947?subseason=623115
2019-20,,Sun Jan 12,Ice Dragons,2,Wild Goose,5,,,https://www.dmyha.com/game/show/26567950?subseason=623115
2019-20,,Sun Jan 12,The Greys,2,DSM Whalers,2,,,https://www.dmyha.com/game/show/26567951?subseason=623115
2019-20,,Sun Jan 12,Scorpions,5,Hooligans,5,,,https://www.dmyha.com/game/show/26567953?subseason=623115
2019-20,,Sun Jan 19,Hooligans,6,Wolverines,3,,,https://www.dmyha.com/game/show/26567957?subseason=623115
2019-20,,Sun Jan 19,DSM Whalers,0,Benders,4,,,https://www.dmyha.com/game/show/26567959?subseason=623115
2019-20,,Sun Jan 19,Wild Goose,3,Bandits,5,,,https://www.dmyha.com/game/show/26567960?subseason=623115
2019-20,,Sun Jan 19,The Greys,5,Scorpions,10,,,https://www.dmyha.com/game/show/26567961?subseason=623115
2019-20,,Sun Jan 19,Ice Dragons,4,Voodoo,1,,,https://www.dmyha.com/game/show/26567962?subseason=623115
2019-20,,Sun Jan 19,Knights,4,Vicious Squirrels,0,,,https://www.dmyha.com/game/show/26567963?subseason=623115
2019-20,,Sun Jan 26,Scorpions,4,DSM Whalers,5,,,https://www.dmyha.com/game/show/26567965?subseason=623115
2019-20,,Sun Jan 26,Vicious Squirrels,2,Ice Dragons,3,,,https://www.dmyha.com/game/show/26567966?subseason=623115
2019-20,,Sun Jan 26,Bandits,6,Knights,2,,,https://www.dmyha.com/game/show/26567967?subseason=623115
2019-20,,Sun Jan 26,Wolverines,3,The Greys,3,,,https://www.dmyha.com/game/show/26567968?subseason=623115
2019-20,,Sun Jan 26,Benders,2,Hooligans,3,,,https://www.dmyha.com/game/show/26567969?subseason=623115
2019-20,,Sun Jan 26,Voodoo,3,Wild Goose,2,,,https://www.dmyha.com/game/show/26567970?subseason=623115
2019-20,Yes,Sun Feb  2,"Knights (12-3-3)",-,"Ice Dragons (9-7-2)",-,,2:00 PM CST,https://www.dmyha.com/game/show/26567971?subseason=623115
2019-20,Yes,Sun Feb  2,"Voodoo (1-16-1)",-,"Wild Goose (5-11-2)",-,,3:15 PM CST,https://www.dmyha.com/game/show/26567972?subseason=623115
2019-20,Yes,Sun Feb  2,"Vicious Squirrels (11-6-1)",-,"Bandits (11-6-1)",-,,4:30 PM CST,https://www.dmyha.com/game/show/26567973?subseason=623115
2019-20,Yes,Sun Feb  2,"Scorpions (13-4-3)",-,"DSM Whalers (10-8-2)",-,,5:45 PM CST,https://www.dmyha.com/game/show/26567974?subseason=623115
2019-20,Yes,Sun Feb  2,"Hooligans (10-7-3)",-,"Wolverines (3-15-2)",-,,7:00 PM CST,https://www.dmyha.com/game/show/26567975?subseason=623115
2019-20,Yes,Sun Feb  2,"Benders (13-6-1)",-,"The Greys (4-13-3)",-,,8:15 PM CST,https://www.dmyha.com/game/show/26567976?subseason=623115
2019-20,,Sun Feb  9,Voodoo,1,Vicious Squirrels,4,,,https://www.dmyha.com/game/show/26569197?subseason=623115
2019-20,,Sun Feb  9,Benders,6,The Greys,3,,,https://www.dmyha.com/game/show/26569199?subseason=623115
2019-20,,Sun Feb  9,Wolverines,3,Scorpions,5,,,https://www.dmyha.com/game/show/26569200?subseason=623115
2019-20,,Sun Feb  9,Ice Dragons,2,Bandits,1,,,https://www.dmyha.com/game/show/26569201?subseason=623115
2019-20,,Sun Feb  9,Wild Goose,2,Knights,5,,,https://www.dmyha.com/game/show/26569202?subseason=623115
2019-20,,Sun Feb  9,DSM Whalers,5,Hooligans,2,,,https://www.dmyha.com/game/show/26569204?subseason=623115
2019-20,,Sun Feb 16,Scorpions,5,Benders,2,,,https://www.dmyha.com/game/show/26569206?subseason=623115
2019-20,,Sun Feb 16,Knights,8,Ice Dragons,1,,,https://www.dmyha.com/game/show/26569207?subseason=623115
2019-20,,Sun Feb 16,The Greys,0,Hooligans,4,,,https://www.dmyha.com/game/show/26569208?subseason=623115
2019-20,,Sun Feb 16,Vicious Squirrels,3,Wild Goose,2,,,https://www.dmyha.com/game/show/26569209?subseason=623115
2019-20,,Sun Feb 16,Wolverines,4,DSM Whalers,1,,,https://www.dmyha.com/game/show/26569211?subseason=623115
2019-20,,Sun Feb 16,Bandits,5,Voodoo,0,,,https://www.dmyha.com/game/show/26569212?subseason=623115
2019-20,,Sun Feb 23,Bandits,8,Vicious Squirrels,5,,,https://www.dmyha.com/game/show/26569213?subseason=623115
2019-20,,Sun Feb 23,Benders,3,Wolverines,1,,,https://www.dmyha.com/game/show/26569215?subseason=623115
2019-20,,Sun Feb 23,Wild Goose,2,Ice Dragons,4,,,https://www.dmyha.com/game/show/26569216?subseason=623115
2019-20,,Sun Feb 23,DSM Whalers,1,The Greys,4,,,https://www.dmyha.com/game/show/26569217?subseason=623115
2019-20,,Sun Feb 23,Knights,9,Voodoo,1,,,https://www.dmyha.com/game/show/26569218?subseason=623115
2019-20,,Sun Feb 23,Hooligans,4,Scorpions,3,,,https://www.dmyha.com/game/show/26569220?subseason=623115
2019-20,,Sun Mar  1,Vicious Squirrels,1,Knights,2,,,https://www.dmyha.com/game/show/26569221?subseason=623115
2019-20,,Sun Mar  1,Bandits,6,Wild Goose,5,,,https://www.dmyha.com/game/show/26569223?subseason=623115
2019-20,,Sun Mar  1,Wolverines,1,Hooligans,6,,,https://www.dmyha.com/game/show/26569224?subseason=623115
2019-20,,Sun Mar  1,Voodoo,0,Ice Dragons,2,,,https://www.dmyha.com/game/show/26569226?subseason=623115
2019-20,,Sun Mar  1,Benders,2,DSM Whalers,5,,,https://www.dmyha.com/game/show/26569228?subseason=623115
2019-20,,Sun Mar  1,Scorpions,5,The Greys,2,,,https://www.dmyha.com/game/show/26569229?subseason=623115
2019-20,,Sun Mar  8,The Greys,5,Wolverines,4,,,https://www.dmyha.com/game/show/26569233?subseason=623115
2019-20,,Sun Mar  8,Hooligans,0,Benders,4,,,https://www.dmyha.com/game/show/26569235?subseason=623115
2019-20,,Sun Mar  8,Knights,5,Bandits,1,,,https://www.dmyha.com/game/show/26569240?subseason=623115
2019-20,,Sun Mar  8,DSM Whalers,3,Scorpions,6,,,https://www.dmyha.com/game/show/26569244?subseason=623115
2019-20,,Sun Mar  8,Wild Goose,7,Voodoo,4,,,https://www.dmyha.com/game/show/26569245?subseason=623115
2019-20,,Sun Mar  8,Ice Dragons,1,Vicious Squirrels,4,,,https://www.dmyha.com/game/show/26569247?subseason=623115
2019-20,,Sun Mar 15,Scorpions,-,Wolverines,-,,Postponed,https://www.dmyha.com/game/show/26569254?subseason=623115
2019-20,,Sun Mar 15,Knights,-,Wild Goose,-,,Postponed,https://www.dmyha.com/game/show/26569255?subseason=623115
2019-20,,Sun Mar 15,Vicious Squirrels,-,Voodoo,-,,Postponed,https://www.dmyha.com/game/show/26569257?subseason=623115
2019-20,,Sun Mar 15,Hooligans,-,DSM Whalers,-,,Postponed,https://www.dmyha.com/game/show/26569260?subseason=623115
2019-20,,Sun Mar 15,The Greys,-,Benders,-,,Postponed,https://www.dmyha.com/game/show/26569261?subseason=623115
2019-20,,Sun Mar 15,Bandits,-,Ice Dragons,-,,Postponed,https://www.dmyha.com/game/show/26569263?subseason=623115
2019-20,,Sun Mar 29,Voodoo,-,Bandits,-,,Postponed,https://www.dmyha.com/game/show/26569270?subseason=623115
2019-20,,Sun Mar 29,Benders,-,Scorpions,-,,Postponed,https://www.dmyha.com/game/show/26569271?subseason=623115
2019-20,,Sun Mar 29,DSM Whalers,-,Wolverines,-,,Postponed,https://www.dmyha.com/game/show/26569272?subseason=623115
2019-20,,Sun Mar 29,Ice Dragons,-,Knights,-,,Postponed,https://www.dmyha.com/game/show/26569273?subseason=623115
2019-20,,Sun Mar 29,Wild Goose,-,Vicious Squirrels,-,,Postponed,https://www.dmyha.com/game/show/26569275?subseason=623115
2019-20,,Sun Mar 29,Hooligans,-,The Greys,-,,Postponed,https://www.dmyha.com/game/show/26569277?subseason=623115
2019-20,,Sun Apr  5,Wolverines,-,Benders,-,,Postponed,https://www.dmyha.com/game/show/26569279?subseason=623115
2019-20,,Sun Apr  5,Voodoo,-,Knights,-,,Postponed,https://www.dmyha.com/game/show/26569280?subseason=623115
2019-20,,Sun Apr  5,Scorpions,-,Hooligans,-,,Postponed,https://www.dmyha.com/game/show/26569281?subseason=623115
2019-20,,Sun Apr  5,Vicious Squirrels,-,Bandits,-,,Postponed,https://www.dmyha.com/game/show/26569282?subseason=623115
2019-20,,Sun Apr  5,The Greys,-,DSM Whalers,-,,Postponed,https://www.dmyha.com/game/show/26569283?subseason=623115
2019-20,,Sun Apr  5,Ice Dragons,-,Wild Goose,-,,Postponed,https://www.dmyha.com/game/show/26569284?subseason=623115
