0,1,2,3,4,5,6,7,8
,Sun Feb 17,Voodoo,1,Goldfish,3,,,https://www.dmyha.com/game/show/22772978?subseason=545898
,Sun Feb 17,Benders,2,Iowinds,5,,,https://www.dmyha.com/game/show/22772979?subseason=545898
,Sun Feb 17,Moose,4,Bandits,3,,,https://www.dmyha.com/game/show/22772981?subseason=545898
,Sun Feb 17,Vicious Squirrels,0,Jesters,7,,,https://www.dmyha.com/game/show/22772982?subseason=545898
,Sun Feb 24,Wolverines,2,Benders,8,,,https://www.dmyha.com/game/show/22772986?subseason=545898
,Sun Feb 24,Jesters,1,Stampede,9,,,https://www.dmyha.com/game/show/22772990?subseason=545898
,Sun Feb 24,Iowinds,11,Vicious Squirrels,3,,,https://www.dmyha.com/game/show/22772991?subseason=545898
,Sun Feb 24,Voodoo,1,Wild Goose,5,,,https://www.dmyha.com/game/show/22772992?subseason=545898
,Sun Feb 24,Moose,2,Goldfish,4,,,https://www.dmyha.com/game/show/22772995?subseason=545898
,Sun Feb 24,Knights,6,Bandits,1,,,https://www.dmyha.com/game/show/22772996?subseason=545898
,Sun Mar  3,Wild Goose,6,Bandits,2,,,https://www.dmyha.com/game/show/22772997?subseason=545898
,Sun Mar  3,Goldfish,1,Knights,6,,,https://www.dmyha.com/game/show/22773000?subseason=545898
,Sun Mar  3,Voodoo,2,Moose,3,,,https://www.dmyha.com/game/show/22773001?subseason=545898
,Sun Mar  3,Benders,5,Jesters,2,,,https://www.dmyha.com/game/show/22773002?subseason=545898
,Sun Mar  3,Iowinds,4,Wolverines,6,,,https://www.dmyha.com/game/show/22773004?subseason=545898
,Sun Mar  3,Vicious Squirrels,0,Stampede,5,,,https://www.dmyha.com/game/show/22773007?subseason=545898
,Sun Mar 10,Moose,4,Wild Goose,4,,,https://www.dmyha.com/game/show/22773009?subseason=545898
,Sun Mar 10,Jesters,3,Iowinds,5,,,https://www.dmyha.com/game/show/22773010?subseason=545898
,Sun Mar 10,Stampede,3,Benders,7,,,https://www.dmyha.com/game/show/22773012?subseason=545898
,Sun Mar 10,Wolverines,6,Vicious Squirrels,3,,,https://www.dmyha.com/game/show/22773015?subseason=545898
,Sun Mar 10,Bandits,2,Goldfish,2,,,https://www.dmyha.com/game/show/22773017?subseason=545898
,Sun Mar 10,Knights,3,Voodoo,3,,,https://www.dmyha.com/game/show/22773018?subseason=545898
,Sun Mar 17,Jesters,8,Wolverines,1,,,https://www.dmyha.com/game/show/22773022?subseason=545898
,Sun Mar 17,Vicious Squirrels,3,Benders,9,,,https://www.dmyha.com/game/show/22773023?subseason=545898
,Sun Mar 17,Stampede,2,Iowinds,5,,,https://www.dmyha.com/game/show/22773024?subseason=545898
,Sun Mar 17,Moose,2,Knights,6,,,https://www.dmyha.com/game/show/22773026?subseason=545898
,Sun Mar 17,Voodoo,3,Bandits,1,,,https://www.dmyha.com/game/show/22773028?subseason=545898
,Sun Mar 17,Wild Goose,4,Goldfish,1,,,https://www.dmyha.com/game/show/22773030?subseason=545898
,Sun Mar 24,Bandits,4,Moose,3,,,https://www.dmyha.com/game/show/22773032?subseason=545898
,Sun Mar 24,Knights,5,Wild Goose,2,,,https://www.dmyha.com/game/show/22773033?subseason=545898
,Sun Mar 24,Iowinds,4,Benders,2,,,https://www.dmyha.com/game/show/22773036?subseason=545898
,Sun Mar 24,Wolverines,3,Stampede,2,,,https://www.dmyha.com/game/show/22773037?subseason=545898
,Sun Mar 24,Jesters,7,Vicious Squirrels,4,,,https://www.dmyha.com/game/show/22773038?subseason=545898
,Sun Mar 24,Goldfish,2,Voodoo,7,,,https://www.dmyha.com/game/show/22773040?subseason=545898
,Sun Mar 31,Benders,5,Wolverines,2,,,https://www.dmyha.com/game/show/22773045?subseason=545898
,Sun Mar 31,Goldfish,3,Moose,0,,,https://www.dmyha.com/game/show/22773047?subseason=545898
,Sun Mar 31,Vicious Squirrels,1,Iowinds,5,,,https://www.dmyha.com/game/show/22773048?subseason=545898
,Sun Mar 31,Bandits,4,Knights,6,,,https://www.dmyha.com/game/show/22773052?subseason=545898
,Sun Mar 31,Wild Goose,5,Voodoo,1,,,https://www.dmyha.com/game/show/22773053?subseason=545898
,Sun Mar 31,Stampede,2,Jesters,3,,,https://www.dmyha.com/game/show/22773054?subseason=545898
,Sun Apr  7,Knights,5,Goldfish,0,,,https://www.dmyha.com/game/show/22773056?subseason=545898
,Sun Apr  7,Moose,0,Voodoo,3,,,https://www.dmyha.com/game/show/22773057?subseason=545898
,Sun Apr  7,Bandits,3,Wild Goose,9,,,https://www.dmyha.com/game/show/22773058?subseason=545898
,Sun Apr  7,Stampede,1,Vicious Squirrels,3,,,https://www.dmyha.com/game/show/22773059?subseason=545898
,Sun Apr  7,Wolverines,3,Iowinds,5,,,https://www.dmyha.com/game/show/22773063?subseason=545898
,Sun Apr  7,Jesters,2,Benders,3,,,https://www.dmyha.com/game/show/22773064?subseason=545898
Yes,Sun Apr 14,Wild Goose,0,Knights,0,,,https://www.dmyha.com/game/show/25099250?subseason=545898
Yes,Sun Apr 14,Jesters,0,Iowinds,0,,,https://www.dmyha.com/game/show/25099256?subseason=545898
,Sun Apr 14,Bandits,4,Goldfish,3,,,https://www.dmyha.com/game/show/25099262?subseason=545898
,Sun Apr 14,Moose,1,Voodoo,3,,,https://www.dmyha.com/game/show/25099269?subseason=545898
,Sun Apr 14,Vicious Squirrels,2,Benders,3,,,https://www.dmyha.com/game/show/25099279?subseason=545898
,Sun Apr 14,Wolverines,6,Stampede,3,,,https://www.dmyha.com/game/show/25099285?subseason=545898
,Sun Apr 28,Vicious Squirrels,0,Stampede,3,,,https://www.dmyha.com/game/show/25202480?subseason=545898
,Sun Apr 28,Moose,8,Goldfish,2,,,https://www.dmyha.com/game/show/25202485?subseason=545898
,Sun Apr 28,Bandits,1,Knights,6,,,https://www.dmyha.com/game/show/25202489?subseason=545898
,Sun Apr 28,Voodoo,2,Wild Goose,0,,,https://www.dmyha.com/game/show/25202496?subseason=545898
,Sun Apr 28,Wolverines,6,Iowinds,3,,,https://www.dmyha.com/game/show/25202500?subseason=545898
,Sun Apr 28,Benders,1,Jesters,3,,,https://www.dmyha.com/game/show/25202506?subseason=545898
,Sun May  5,Stampede,8,Vicious Squirrels,1,,,https://www.dmyha.com/game/show/25367828?subseason=545898
,Sun May  5,Goldfish,1,Moose,2,,,https://www.dmyha.com/game/show/25367833?subseason=545898
,Sun May  5,Voodoo,0,Knights,3,,,https://www.dmyha.com/game/show/25367842?subseason=545898
,Sun May  5,Wolverines,2,Jesters,1,,,https://www.dmyha.com/game/show/25367846?subseason=545898
,Sun May  5,Bandits,1,Wild Goose,4,,,https://www.dmyha.com/game/show/25367850?subseason=545898
,Sun May  5,Benders,2,Iowinds,3,,,https://www.dmyha.com/game/show/25367855?subseason=545898
